Sp_pepid	domain_id	SourceDB	start	end	score	evalue
PTR_819262	Ank	PFAM	290	323	15.1	0.21
PTR_819262	Ank	PFAM	324	356	24.4	0.00042
PTR_819306	HLH	PFAM	257	306	42.9	1.2e-09
PTR_819435	tify	PFAM	79	114	68.8	1.8e-17
PTR_819435	CCT_2	PFAM	167	193	55.4	2e-13
PTR_819471	WRKY	PFAM	104	163	136.3	8.7e-38
PTR_819521	Sigma70_r2	PFAM	325	395	69.2	1.4e-17
PTR_819521	Sigma70_r3	PFAM	399	481	58.2	2.9e-14
PTR_819521	Sigma70_r4	PFAM	493	546	70.9	4.2e-18
PTR_819573	LisH	PFAM	10	36	35.3	2.2e-07
PTR_819573	SSDP	PFAM	95	346	142.8	9.8e-40
PTR_819573	WD40	PFAM	610	648	25.5	0.00019
PTR_819573	WD40	PFAM	652	690	52.3	1.7e-12
PTR_819573	WD40	PFAM	695	734	29.6	1.1e-05
PTR_819573	WD40	PFAM	777	814	40.9	4.5e-09
PTR_819573	WD40	PFAM	856	894	30.4	6.5e-06
PTR_819966	B3	PFAM	108	202	86	1.2e-22
PTR_820023	SNF2_N	PFAM	187	486	382.5	6.5e-112
PTR_820023	Helicase_C	PFAM	542	621	104.3	3.7e-28
PTR_820080	zf-B_box	PFAM	1	47	35.2	2.3e-07
PTR_820080	zf-B_box	PFAM	51	96	50	8.5e-12
PTR_820147	HMG_box	PFAM	105	178	82.8	1.1e-21
PTR_820268	Myb_DNA-binding	PFAM	799	844	39.7	1e-08
PTR_820268	Myb_DNA-binding	PFAM	1011	1056	40.4	6.4e-09
PTR_820289	zf-CCCH	PFAM	88	113	23.7	0.00066
PTR_820338	zf-Dof	PFAM	12	74	135	2.2e-37
PTR_820459	NAM	PFAM	10	140	298.8	1e-86
PTR_820484	SRF-TF	PFAM	9	55	68	3.1e-17
PTR_820699	HSF_DNA-bind	PFAM	10	184	218.6	1.5e-62
PTR_820741	Homeobox	PFAM	83	137	72.6	1.3e-18
PTR_820741	HALZ	PFAM	138	182	73.1	9.5e-19
PTR_820773	CXC	PFAM	451	495	49.1	1.6e-11
PTR_820773	CXC	PFAM	540	581	84.3	3.9e-22
PTR_820895	F-box	PFAM	38	93	25.3	0.00022
PTR_820895	Tub	PFAM	104	386	491.3	1.2e-144
PTR_820938	HAND	PFAM	72	162	31.8	4.7e-09
PTR_820938	Myb_DNA-binding	PFAM	163	209	25.2	0.00024
PTR_820938	SLIDE	PFAM	218	331	239.2	9.2e-69
PTR_821007	FHA	PFAM	111	178	67.2	5.5e-17
PTR_821156	BAH	PFAM	21	137	140.4	5.2e-39
PTR_821156	PHD	PFAM	141	190	49.3	1.3e-11
PTR_821499	Myb_DNA-binding	PFAM	26	75	34.1	5e-07
PTR_821499	Myb_DNA-binding	PFAM	135	182	50.6	5.4e-12
PTR_821560	zf-Dof	PFAM	68	130	137.8	3e-38
PTR_821600	NAM	PFAM	4	136	178.4	1.9e-50
PTR_821636	CBFD_NFYB_HMF	PFAM	114	178	73.9	5.4e-19
PTR_821909	Myb_DNA-binding	PFAM	94	141	50.2	7.2e-12
PTR_822005	Homeobox	PFAM	81	135	69.9	8.6e-18
PTR_822005	HALZ	PFAM	136	180	80.4	6e-21
PTR_822022	Myb_DNA-binding	PFAM	110	160	19.3	0.014
PTR_822047	HSF_DNA-bind	PFAM	10	184	226.6	5.8e-65
PTR_822061	tify	PFAM	163	198	69.5	1.1e-17
PTR_822061	CCT_2	PFAM	299	325	51.7	2.5e-12
PTR_822181	BSD	PFAM	138	204	62.9	1.1e-15
PTR_822219	WRKY	PFAM	138	197	151.5	2.3e-42
PTR_822368	DUF260	PFAM	6	106	249.2	8.9e-72
PTR_822496	HLH	PFAM	93	148	9.1	0.017
PTR_822538	DUF260	PFAM	60	160	229.7	6.6e-66
PTR_822564	Acetyltransf_1	PFAM	149	240	67	6.5e-17
PTR_822568	GATA	PFAM	229	264	63.6	6.5e-16
PTR_822781	NAM	PFAM	15	143	317.1	3.2e-92
PTR_822828	tify	PFAM	40	74	50.9	4.4e-12
PTR_822828	CCT_2	PFAM	106	130	29.1	1.6e-05
PTR_822926	WRKY	PFAM	74	134	132	1.7e-36
PTR_823035	HLH	PFAM	89	140	40	8.7e-09
PTR_823340	HLH	PFAM	150	200	29.9	9.5e-06
PTR_823396	BTB	PFAM	29	136	39.6	1.2e-08
PTR_823435	HLH	PFAM	358	405	37.4	5.1e-08
PTR_823509	SRF-TF	PFAM	9	59	108.5	2e-29
PTR_823509	K-box	PFAM	75	174	90.6	4.9e-24
PTR_823671	AUX_IAA	PFAM	7	203	376.1	5.7e-110
PTR_823728	HEAT	PFAM	41	76	24.3	0.00045
PTR_823728	HEAT	PFAM	584	620	18.8	0.02
PTR_823728	HEAT	PFAM	698	734	15.7	0.12
PTR_823728	HEAT	PFAM	1286	1321	27.9	3.7e-05
PTR_823728	HEAT	PFAM	1365	1401	17.8	0.041
PTR_823728	SNF2_N	PFAM	1452	1764	344.5	1.8e-100
PTR_823728	Helicase_C	PFAM	1849	1927	75.2	2.1e-19
PTR_823774	HLH	PFAM	100	151	44.8	3.1e-10
PTR_823880	DUF260	PFAM	2	107	111.4	2.7e-30
PTR_823931	NAM	PFAM	19	140	102.8	1.1e-27
PTR_823993	WRKY	PFAM	152	212	136.2	9.2e-38
PTR_824063	Response_reg	PFAM	44	160	88.2	2.7e-23
PTR_824063	CCT	PFAM	665	709	82.5	1.3e-21
PTR_824091	HLH	PFAM	376	425	60.2	6.8e-15
PTR_824295	SNF2_N	PFAM	172	477	62.5	1.4e-15
PTR_824339	Acetyltransf_1	PFAM	77	160	25.9	0.00015
PTR_824514	zf-Dof	PFAM	30	92	140.9	3.5e-39
PTR_824535	CCT	PFAM	263	307	77.6	4.1e-20
PTR_824985	FAR1	PFAM	98	184	118.5	2e-32
PTR_824985	SWIM	PFAM	546	582	37.5	4.7e-08
PTR_825048	bZIP_2	PFAM	174	224	19.5	0.0041
PTR_825087	Myb_DNA-binding	PFAM	207	258	40.8	4.7e-09
PTR_825121	WRC	PFAM	211	256	71.3	3.2e-18
PTR_825347	Myb_DNA-binding	PFAM	13	64	43.9	5.5e-10
PTR_825419	WRKY	PFAM	129	191	94	4.8e-25
PTR_825456	BTB	PFAM	45	151	23.9	2.3e-05
PTR_825456	zf-TAZ	PFAM	226	320	0.5	0.0084
PTR_825603	CBFB_NFYA	PFAM	73	129	127	5.4e-35
PTR_825691	Myb_DNA-binding	PFAM	40	86	55.1	2.4e-13
PTR_825691	Myb_DNA-binding	PFAM	92	138	62.5	1.4e-15
PTR_825691	Myb_DNA-binding	PFAM	144	189	46	1.3e-10
PTR_825765	KNOX1	PFAM	150	194	73.4	7.5e-19
PTR_825765	KNOX2	PFAM	205	260	102.4	1.4e-27
PTR_825765	ELK	PFAM	317	338	33.7	6.5e-07
PTR_825773	Response_reg	PFAM	19	132	104.3	3.7e-28
PTR_825773	Myb_DNA-binding	PFAM	201	248	34.3	4.3e-07
PTR_826052	PHD	PFAM	466	514	45.7	1.7e-10
PTR_826053	PHD	PFAM	237	292	60.7	5.1e-15
PTR_826053	Homeobox	PFAM	499	555	22.3	7.1e-05
PTR_826090	Myb_DNA-binding	PFAM	202	253	48.4	2.6e-11
PTR_826092	SNF2_N	PFAM	784	1092	183.9	4.1e-52
PTR_826159	BTB	PFAM	113	237	73.6	6.3e-19
PTR_826388	zf-CCCH	PFAM	89	114	22.6	0.0014
PTR_826496	bZIP_1	PFAM	126	189	30.1	8.3e-06
PTR_826609	PLATZ	PFAM	37	148	278.3	1.5e-80
PTR_826637	MFMR	PFAM	1	194	356.7	3.8e-104
PTR_826637	bZIP_1	PFAM	304	367	89	1.5e-23
PTR_826637	bZIP_2	PFAM	304	358	34.8	3.2e-07
PTR_826816	AP2	PFAM	34	85	70.2	6.9e-18
PTR_826895	HLH	PFAM	197	245	41.7	2.6e-09
PTR_827060	Homeobox	PFAM	31	93	48.7	2.1e-11
PTR_827076	SRF-TF	PFAM	9	59	108.2	2.4e-29
PTR_827076	K-box	PFAM	71	170	123.9	4.6e-34
PTR_827106	Homeobox	PFAM	48	102	70.5	5.5e-18
PTR_827108	DUF822	PFAM	5	160	296.5	5.1e-86
PTR_827145	zf-B_box	PFAM	1	47	44.1	5e-10
PTR_827145	zf-B_box	PFAM	52	99	43.4	8.1e-10
PTR_827160	NAM	PFAM	59	200	199.8	6.7e-57
PTR_827173	zf-CCCH	PFAM	120	145	28.6	2.3e-05
PTR_827173	zf-CCCH	PFAM	155	177	5.6	0.25
PTR_827299	WRKY	PFAM	284	344	140.9	3.6e-39
PTR_827348	Histone	PFAM	25	98	111.4	2.8e-30
PTR_827348	CBFD_NFYB_HMF	PFAM	31	95	19.8	0.0024
PTR_827481	PHD	PFAM	200	250	48.3	2.7e-11
PTR_827560	NAM	PFAM	14	141	138.8	1.5e-38
PTR_827565	TCP	PFAM	71	246	156.8	6e-44
PTR_827668	Myb_DNA-binding	PFAM	311	361	42.5	1.5e-09
PTR_827763	Myb_DNA-binding	PFAM	260	311	43.7	6.7e-10
PTR_827839	HLH	PFAM	8	61	42	2.1e-09
PTR_827942	Myb_DNA-binding	PFAM	278	329	37.2	5.9e-08
PTR_828052	GATA	PFAM	26	61	72.9	1e-18
PTR_828090	zf-TAZ	PFAM	632	711	93.3	7.6e-25
PTR_828090	PHD	PFAM	1017	1068	29	5.4e-06
PTR_828090	DUF906	PFAM	1075	1337	448.4	9.8e-132
PTR_828090	ZZ	PFAM	1520	1566	33.9	5.9e-07
PTR_828090	zf-TAZ	PFAM	1582	1661	44.8	3.1e-10
PTR_828115	Myb_DNA-binding	PFAM	30	81	46.3	1.1e-10
PTR_828245	PHD	PFAM	221	264	44.5	3.7e-10
PTR_828245	Acetyltransf_1	PFAM	413	490	25.3	0.00023
PTR_828321	B3	PFAM	122	227	112.6	1.2e-30
PTR_828321	Auxin_resp	PFAM	249	331	170.9	3.3e-48
PTR_828347	HLH	PFAM	184	234	33.5	7.6e-07
PTR_828474	B3	PFAM	2	102	36.4	1e-07
PTR_828493	B3	PFAM	129	234	108.4	2.2e-29
PTR_828493	Auxin_resp	PFAM	256	339	193.5	5.2e-55
PTR_828511	FHA	PFAM	112	179	77.8	3.6e-20
PTR_828520	BAH	PFAM	30	145	135.3	1.7e-37
PTR_828520	PHD	PFAM	149	198	55.8	1.5e-13
PTR_828672	GAF	PFAM	183	331	49.1	1.6e-11
PTR_828672	HisKA	PFAM	367	432	38.2	3e-08
PTR_828672	Response_reg	PFAM	638	754	97.2	5.2e-26
PTR_828718	WRKY	PFAM	163	223	129.4	1e-35
PTR_828769	Homeobox	PFAM	14	74	63.6	6.8e-16
PTR_828769	START	PFAM	164	374	242	1.3e-69
PTR_828769	MEKHLA	PFAM	694	843	324.4	2.1e-94
PTR_829275	Myb_DNA-binding	PFAM	4	56	40.1	8.1e-09
PTR_829275	Myb_DNA-binding	PFAM	62	107	25.3	0.00022
PTR_829302	zf-CCCH	PFAM	39	65	19	0.0042
PTR_829302	zf-CCCH	PFAM	107	133	28.6	2.3e-05
PTR_829302	KH_1	PFAM	180	242	53.6	6.9e-13
PTR_829302	zf-CCCH	PFAM	271	296	40	8.4e-09
PTR_829311	DnaJ	PFAM	96	175	70.9	4.3e-18
PTR_829311	Myb_DNA-binding	PFAM	460	510	26.4	0.00011
PTR_829311	Myb_DNA-binding	PFAM	588	637	31.9	2.3e-06
PTR_829314	CBFD_NFYB_HMF	PFAM	7	71	89.4	1.2e-23
PTR_829549	GAF	PFAM	158	307	83	9.7e-22
PTR_829549	HisKA	PFAM	343	408	86.7	7.2e-23
PTR_829549	HATPase_c	PFAM	455	586	111.1	3.4e-30
PTR_829549	Response_reg	PFAM	612	725	45.4	2.1e-10
PTR_829714	CCT	PFAM	163	207	87.6	3.9e-23
PTR_829875	Rcd1	PFAM	43	305	628	8.1e-186
PTR_829998	BTB	PFAM	193	295	73.5	6.8e-19
PTR_829998	BTB	PFAM	333	447	81.9	2.1e-21
PTR_829998	F5_F8_type_C	PFAM	657	796	29.5	1.2e-05
PTR_830092	HLH	PFAM	145	194	36.4	1e-07
PTR_830168	BTB	PFAM	80	196	85.1	2.2e-22
PTR_830210	bZIP_1	PFAM	73	132	36.6	9.2e-08
PTR_830210	bZIP_2	PFAM	73	123	24.1	0.00051
PTR_830237	Homeobox	PFAM	57	111	67.5	4.3e-17
PTR_830237	HALZ	PFAM	112	156	50.6	5.3e-12
PTR_830259	AUX_IAA	PFAM	66	358	488.8	6.6e-144
PTR_830322	HD-ZIP_N	PFAM	1	105	137.1	4.9e-38
PTR_830322	Homeobox	PFAM	131	185	63	1e-15
PTR_830322	HALZ	PFAM	186	230	82.4	1.4e-21
PTR_830461	WRKY	PFAM	141	200	154.3	3.2e-43
PTR_830518	Homeobox	PFAM	87	143	84.5	3.5e-22
PTR_830518	START	PFAM	276	496	315.5	1e-91
PTR_830572	LisH	PFAM	11	37	35.5	2e-07
PTR_830572	WD40	PFAM	490	528	31.4	3.3e-06
PTR_830572	WD40	PFAM	532	570	37.2	5.9e-08
PTR_830572	WD40	PFAM	575	614	27.7	4.2e-05
PTR_830572	WD40	PFAM	657	694	28.7	2.1e-05
PTR_830572	WD40	PFAM	739	777	32.4	1.7e-06
PTR_830643	PHD	PFAM	200	250	50.6	5.6e-12
PTR_830678	AUX_IAA	PFAM	5	170	315.3	1.1e-91
PTR_830715	zf-C2H2	PFAM	36	59	18.1	0.032
PTR_830919	B3	PFAM	99	204	112.2	1.6e-30
PTR_830919	Auxin_resp	PFAM	226	308	193.5	5.3e-55
PTR_830927	NAM	PFAM	14	139	298.5	1.3e-86
PTR_830963	WRKY	PFAM	164	224	129.4	1e-35
PTR_831062	Histone	PFAM	19	92	112.3	1.5e-30
PTR_831062	CBFD_NFYB_HMF	PFAM	25	89	19.2	0.0027
PTR_831148	GRAS	PFAM	147	445	494.1	1.7e-145
PTR_831202	zf-B_box	PFAM	14	61	51.5	2.8e-12
PTR_831202	zf-B_box	PFAM	62	104	46	1.3e-10
PTR_831202	CCT	PFAM	300	344	89.8	8.5e-24
PTR_831441	DUF260	PFAM	2	107	122.4	1.3e-33
PTR_831513	NAM	PFAM	8	133	298.7	1.1e-86
PTR_831610	AUX_IAA	PFAM	7	196	364.2	2.2e-106
PTR_831667	DUF1004	PFAM	221	335	311.5	1.5e-90
PTR_831731	PLATZ	PFAM	30	141	288.9	9.9e-84
PTR_831892	Myb_DNA-binding	PFAM	4	53	45.1	2.5e-10
PTR_831892	Myb_DNA-binding	PFAM	59	104	42.6	1.4e-09
PTR_832118	Homeobox	PFAM	3	63	68.4	2.4e-17
PTR_832118	START	PFAM	149	359	250.3	4.2e-72
PTR_832118	MEKHLA	PFAM	683	828	327.9	1.9e-95
PTR_832404	SRF-TF	PFAM	9	59	105.8	1.3e-28
PTR_832404	K-box	PFAM	71	170	118.2	2.5e-32
PTR_832516	Response_reg	PFAM	37	153	102.7	1.1e-27
PTR_832516	CCT	PFAM	657	701	83.1	9.2e-22
PTR_832575	LIM	PFAM	10	66	57.1	6.2e-14
PTR_832575	LIM	PFAM	108	164	65.8	1.4e-16
PTR_832836	GAF	PFAM	183	333	44.2	4.5e-10
PTR_832836	HisKA	PFAM	369	434	42.6	1.4e-09
PTR_832836	HATPase_c	PFAM	481	615	31.9	2.4e-06
PTR_832836	Response_reg	PFAM	639	754	92.6	1.2e-24
PTR_832886	SBP	PFAM	132	210	156	1e-43
PTR_832886	zf-NADH-PPase	PFAM	150	182	24.4	0.00024
PTR_833322	zf-CCCH	PFAM	57	85	26.2	0.00012
PTR_833398	SBP	PFAM	112	190	162.2	1.4e-45
PTR_833398	zf-NADH-PPase	PFAM	130	162	22.3	0.00046
PTR_833648	HLH	PFAM	50	100	61.4	3.1e-15
PTR_833697	WRKY	PFAM	222	280	152.4	1.2e-42
PTR_833697	WRKY	PFAM	393	452	155.1	1.9e-43
PTR_833761	Ank	PFAM	76	109	18.9	0.018
PTR_833761	Ank	PFAM	111	146	30.3	7e-06
PTR_833761	zf-CCCH	PFAM	262	287	24.1	0.00052
PTR_833761	zf-CCCH	PFAM	297	319	0.4	1.2
PTR_833860	B3	PFAM	114	219	113.3	7e-31
PTR_833860	Auxin_resp	PFAM	267	350	176.8	5.5e-50
PTR_833910	tify	PFAM	71	106	44.6	3.6e-10
PTR_833910	CCT_2	PFAM	140	166	36.5	9.4e-08
PTR_833910	CCT	PFAM	142	186	76.4	9.1e-20
PTR_833910	GATA	PFAM	218	255	60.2	7e-15
PTR_834089	MBF1	PFAM	7	77	129.3	1.1e-35
PTR_834089	HTH_3	PFAM	85	139	53.4	7.6e-13
PTR_834200	Homeobox	PFAM	27	83	75	2.5e-19
PTR_834200	START	PFAM	224	446	229.9	5.6e-66
PTR_834367	B3	PFAM	155	260	114	4.3e-31
PTR_834367	Auxin_resp	PFAM	282	364	207.6	2.9e-59
PTR_834586	Sigma70_r2	PFAM	333	403	86.6	7.8e-23
PTR_834586	Sigma70_r3	PFAM	407	489	87.3	4.7e-23
PTR_834586	Sigma70_r4	PFAM	501	554	88.2	2.7e-23
PTR_834607	Acetyltransf_1	PFAM	61	159	62	2e-15
PTR_834770	BTB	PFAM	129	235	33.9	5.7e-07
PTR_834779	WRKY	PFAM	128	190	131	3.5e-36
PTR_834933	Homeobox	PFAM	59	115	84.5	3.5e-22
PTR_834933	START	PFAM	248	468	316.4	5.3e-92
PTR_834945	UFD1	PFAM	50	259	305.3	1.2e-88
PTR_834945	zf-C2H2	PFAM	454	476	19.9	0.0097
PTR_835149	LIM	PFAM	11	67	52.6	1.4e-12
PTR_835149	LIM	PFAM	110	166	73.4	7.3e-19
PTR_835248	FLO_LFY	PFAM	1	364	920.4	7.8e-274
PTR_835516	B3	PFAM	123	228	108.4	2.1e-29
PTR_835516	Auxin_resp	PFAM	293	376	151.8	1.9e-42
PTR_835707	NAM	PFAM	16	142	309.1	8.1e-90
PTR_835982	YABBY	PFAM	5	161	265.5	1.1e-76
PTR_836130	bZIP_1	PFAM	173	238	26.2	0.00012
PTR_836130	bZIP_2	PFAM	175	229	32.4	1.6e-06
PTR_836304	Myb_DNA-binding	PFAM	100	147	39.9	8.9e-09
PTR_836353	IWS1_C	PFAM	83	345	478.1	1.1e-140
PTR_836454	Homeobox	PFAM	76	137	56.5	9e-14
PTR_836655	AP2	PFAM	26	77	80.4	5.8e-21
PTR_836808	zf-B_box	PFAM	14	61	53.6	6.9e-13
PTR_836808	CCT	PFAM	341	385	87.6	4e-23
PTR_836810	CBFD_NFYB_HMF	PFAM	14	79	102.5	1.3e-27
PTR_836829	B3	PFAM	127	232	112.6	1.2e-30
PTR_836829	Auxin_resp	PFAM	254	336	167	5e-47
PTR_836829	AUX_IAA	PFAM	429	630	-74.9	0.00043
PTR_836925	HLH	PFAM	451	500	50.5	5.8e-12
PTR_837055	AP2	PFAM	7	58	77.6	4e-20
PTR_837482	zf-B_box	PFAM	17	56	31.1	3.9e-06
PTR_837482	zf-B_box	PFAM	63	110	65.7	1.6e-16
PTR_837482	CCT	PFAM	266	310	90.4	5.9e-24
PTR_205590	HSF_DNA-bind	PFAM	16	184	257.4	3e-74
PTR_205656	Acetyltransf_1	PFAM	153	231	49.9	8.8e-12
PTR_205656	Bromodomain	PFAM	363	450	118.6	1.9e-32
PTR_205684	AUX_IAA	PFAM	1	219	430.5	2.4e-126
PTR_205794	AP2	PFAM	1	51	70.1	7.2e-18
PTR_205798	AP2	PFAM	10	62	78.1	2.8e-20
PTR_205804	AP2	PFAM	27	79	73.9	5.3e-19
PTR_205893	NAM	PFAM	10	138	265	1.6e-76
PTR_205910	SNF2_N	PFAM	14	341	352.2	8.6e-103
PTR_205910	Helicase_C	PFAM	394	472	95.9	1.2e-25
PTR_205925	GRAS	PFAM	1	271	341.7	1.3e-99
PTR_205966	Myb_DNA-binding	PFAM	11	60	29.9	9.1e-06
PTR_206085	POX	PFAM	1	53	22.2	5.5e-09
PTR_206085	Homeobox	PFAM	104	162	6.9	0.0023
PTR_206143	AP2	PFAM	24	75	77	6.2e-20
PTR_206187	DUF702	PFAM	1	129	252.3	1.1e-72
PTR_206188	SRF-TF	PFAM	1	38	29.7	1.1e-05
PTR_206194	FHA	PFAM	632	705	50.8	4.6e-12
PTR_206233	SWIRM	PFAM	62	153	64.6	3.4e-16
PTR_206233	Amino_oxidase	PFAM	278	757	343.7	3.2e-100
PTR_206268	zf-CCCH	PFAM	349	375	16	0.011
PTR_206330	E2F_TDP	PFAM	1	59	73.9	5.2e-19
PTR_206566	ARID	PFAM	9	113	46.1	1.3e-10
PTR_206566	HMG_box	PFAM	223	290	45.8	1.5e-10
PTR_206614	SWIRM	PFAM	27	119	50.5	5.7e-12
PTR_206614	Amino_oxidase	PFAM	148	567	171.7	1.9e-48
PTR_206707	RWP-RK	PFAM	565	616	104.4	3.4e-28
PTR_206707	PB1	PFAM	786	864	66.1	1.2e-16
PTR_206736	HMG_box	PFAM	14	83	115	2.3e-31
PTR_206742	Homeobox	PFAM	67	128	69.7	1e-17
PTR_206821	NAM	PFAM	1	128	283.3	4.9e-82
PTR_206867	ARID	PFAM	5	115	29.5	2e-07
PTR_206955	SET	PFAM	1	82	61.3	3.4e-15
PTR_206999	BSD	PFAM	106	173	33.8	6.4e-07
PTR_206999	BSD	PFAM	185	250	43.4	8.1e-10
PTR_207059	Myb_DNA-binding	PFAM	1	47	57.5	4.7e-14
PTR_207059	Myb_DNA-binding	PFAM	53	98	53.2	8.7e-13
PTR_207123	CBFD_NFYB_HMF	PFAM	5	70	125.6	1.5e-34
PTR_207275	HLH	PFAM	22	73	53.1	9.4e-13
PTR_207390	Myb_DNA-binding	PFAM	14	61	57.4	4.8e-14
PTR_207390	Myb_DNA-binding	PFAM	67	112	53.1	9.7e-13
PTR_207404	CG-1	PFAM	5	123	294.6	2e-85
PTR_207404	Ank	PFAM	680	712	35.1	2.5e-07
PTR_207404	Ank	PFAM	719	753	2.5	14
PTR_207404	IQ	PFAM	855	875	23.4	0.00084
PTR_207404	IQ	PFAM	878	898	29.2	1.6e-05
PTR_207481	AP2	PFAM	89	140	86.5	8.7e-23
PTR_207609	bZIP_1	PFAM	74	133	45.6	1.8e-10
PTR_207609	bZIP_2	PFAM	74	124	20.9	0.0029
PTR_207634	JmjC	PFAM	495	612	47.8	3.7e-11
PTR_207661	CBFD_NFYB_HMF	PFAM	9	74	128.5	2e-35
PTR_207779	AP2	PFAM	1	51	76	1.3e-19
PTR_207877	SRF-TF	PFAM	5	55	99.5	1.1e-26
PTR_207877	K-box	PFAM	67	167	49.9	8.9e-12
PTR_207883	JmjC	PFAM	492	610	51.5	2.9e-12
PTR_208019	GRAS	PFAM	1	286	290.2	4e-84
PTR_208030	HLH	PFAM	2	51	44.7	3.2e-10
PTR_208067	Myb_DNA-binding	PFAM	16	63	49.2	1.4e-11
PTR_208067	Myb_DNA-binding	PFAM	69	114	46.8	7.6e-11
PTR_208135	NAM	PFAM	19	143	260.4	3.7e-75
PTR_208278	PP2C	PFAM	7	261	302.9	6e-88
PTR_208310	NAM	PFAM	1	125	197.1	4.4e-56
PTR_208337	POX	PFAM	209	343	259.1	9.3e-75
PTR_208337	Homeobox	PFAM	396	454	5.2	0.0033
PTR_208346	SET	PFAM	36	181	163.3	6.5e-46
PTR_208453	zf-Dof	PFAM	1	59	125.6	1.5e-34
PTR_208461	DEK_C	PFAM	3	56	66.5	8.8e-17
PTR_208461	SWIB	PFAM	99	174	134.9	2.4e-37
PTR_208461	SWIB	PFAM	237	313	117.5	4e-32
PTR_208472	DUF260	PFAM	4	104	225.6	1.2e-64
PTR_208660	AP2	PFAM	170	220	62.3	1.6e-15
PTR_208660	AP2	PFAM	262	313	57.4	4.7e-14
PTR_208696	WRKY	PFAM	258	326	122.8	1e-33
PTR_208748	Myb_DNA-binding	PFAM	6	52	61.9	2.2e-15
PTR_208748	Myb_DNA-binding	PFAM	58	103	51	4e-12
PTR_208878	GRAS	PFAM	1	325	254.5	2.2e-73
PTR_208963	Homeobox	PFAM	120	174	65.1	2.3e-16
PTR_208963	HALZ	PFAM	175	219	81.1	3.7e-21
PTR_209017	AP2	PFAM	59	116	46.8	7.9e-11
PTR_209017	AP2	PFAM	158	210	59	1.7e-14
PTR_209054	zf-Dof	PFAM	1	62	137.1	5e-38
PTR_209056	BTB	PFAM	48	146	11.2	0.00033
PTR_209269	ZF-HD_dimer	PFAM	51	110	140.4	4.9e-39
PTR_209497	Myb_DNA-binding	PFAM	14	61	54.1	5e-13
PTR_209497	Myb_DNA-binding	PFAM	67	112	49	1.6e-11
PTR_209562	AP2	PFAM	105	156	83.3	8.1e-22
PTR_209623	SRF-TF	PFAM	8	57	75.6	1.6e-19
PTR_209677	B3	PFAM	112	216	101.5	2.6e-27
PTR_209701	PHD	PFAM	299	348	30.7	3.3e-06
PTR_209782	CSD	PFAM	1	63	101.3	3e-27
PTR_209921	BTB	PFAM	152	260	86	1.2e-22
PTR_215770	AP2	PFAM	266	323	49.7	9.9e-12
PTR_215770	AP2	PFAM	366	419	54.4	4e-13
PTR_215790	BSD	PFAM	160	226	77.2	5.4e-20
PTR_215810	AA_kinase	PFAM	22	252	-8.1	6.4e-05
PTR_215810	Acetyltransf_1	PFAM	407	483	63.7	6.3e-16
PTR_215873	Myb_DNA-binding	PFAM	172	223	45.5	1.9e-10
PTR_216196	BTB	PFAM	42	148	12.8	0.00024
PTR_216196	zf-TAZ	PFAM	223	317	12.8	0.00079
PTR_216243	SBP	PFAM	13	91	178.2	2.1e-50
PTR_216338	Homeobox	PFAM	14	70	75.3	1.9e-19
PTR_216338	DDT	PFAM	542	601	92.6	1.2e-24
PTR_216379	RWP-RK	PFAM	430	481	111.2	3.1e-30
PTR_216379	PB1	PFAM	719	802	83.8	5.5e-22
PTR_216407	GRAS	PFAM	1	285	264.7	1.9e-76
PTR_216458	zf-B_box	PFAM	1	47	43.4	8.1e-10
PTR_216458	zf-B_box	PFAM	52	99	43.4	8.1e-10
PTR_216479	FAR1	PFAM	37	125	152.3	1.4e-42
PTR_216487	FAR1	PFAM	20	111	97	5.9e-26
PTR_216489	FAR1	PFAM	20	110	127.9	2.9e-35
PTR_216773	zf-B_box	PFAM	1	47	30.1	8.1e-06
PTR_216773	CCT	PFAM	276	320	80.1	7.3e-21
PTR_216811	SRF-TF	PFAM	9	59	91.6	2.4e-24
PTR_216823	GRAS	PFAM	1	314	217.5	3.2e-62
PTR_216909	SRF-TF	PFAM	9	59	101.8	2.1e-27
PTR_216909	K-box	PFAM	79	168	3.7	0.00022
PTR_216929	SRF-TF	PFAM	14	64	58.9	1.7e-14
PTR_216934	SRF-TF	PFAM	14	64	77.7	3.9e-20
PTR_217043	NAM	PFAM	3	131	233.8	3.8e-67
PTR_217086	HLH	PFAM	43	90	28.3	2.8e-05
PTR_217093	BSD	PFAM	108	173	31.8	2.5e-06
PTR_217093	BSD	PFAM	185	250	43.4	8.2e-10
PTR_217136	Myb_DNA-binding	PFAM	3	49	56.8	7.5e-14
PTR_217136	Myb_DNA-binding	PFAM	55	100	56.6	8.4e-14
PTR_217174	NAM	PFAM	2	119	94.6	3.1e-25
PTR_217204	CBFD_NFYB_HMF	PFAM	5	63	71.5	2.9e-18
PTR_217371	HLH	PFAM	23	74	52.1	1.9e-12
PTR_217381	Homeobox	PFAM	62	116	76.1	1.2e-19
PTR_217381	HALZ	PFAM	117	161	78.3	2.4e-20
PTR_217468	zf-C2H2	PFAM	16	38	31.8	2.5e-06
PTR_217476	Myb_DNA-binding	PFAM	14	61	55.7	1.6e-13
PTR_217476	Myb_DNA-binding	PFAM	67	112	50.8	4.7e-12
PTR_217493	CG-1	PFAM	5	123	295.6	1e-85
